Date,Away,Home,Probability,Prediciton
11/19/2015,Oklahoma State *,Towson,8.90%,Expected
11/19/2015,Oregon State *,Rice,0.10%,Expected
11/19/2015,Pensacola Christian *,New Orleans,0.00%,Expected
11/19/2015,Pepperdine *,UCLA,0.30%,Expected
11/19/2015,Rutgers,St. John's (NY) *,5.90%,Expected
11/19/2015,San Francisco *,Fresno State,1.30%,Expected
11/19/2015,South Alabama,Louisiana State *,8.70%,Expected
11/19/2015,South Dakota State *,Illinois State,3.40%,Expected
11/19/2015,Southeast Missouri State,Alabama A&M *,24.00%,Expected
11/19/2015,Southern Methodist,Stanford *,12.00%,Expected
11/19/2015,Stony Brook,Vanderbilt *,0.60%,Expected
11/19/2015,Temple,Minnesota *,96.00%,Upset
11/19/2015,Texas A&M-Corpus Christi,Texas A&M *,0.70%,Expected
11/19/2015,Texas Southern,Clemson *,62.60%,Upset
11/19/2015,Toccoa Falls *,Gardner-Webb,0.00%,Expected
11/19/2015,Trinity Christian,Valparaiso *,0.80%,Expected
11/19/2015,Tulane *,Southern,1.10%,Expected
11/19/2015,Utah *,Texas Tech,19.60%,Expected
11/19/2015,Virginia *,Bradley,37.70%,Expected
11/19/2015,Yale *,Lehigh,0.30%,Expected
11/20/2015,Adams State,Brigham Young *,0.90%,Expected
11/20/2015,Antelope Valley,Utah Valley *,0.20%,Expected
11/20/2015,Appalachian State,Hampton *,0.50%,Expected
11/20/2015,Arkansas-Pine Bluff,Michigan State *,0.30%,Expected
11/20/2015,Ball State *,Eastern Kentucky,1.40%,Expected
11/20/2015,Charleston Southern,Arkansas *,2.00%,Expected
11/20/2015,Columbia,Northwestern *,10.50%,Expected
11/20/2015,Delaware *,Iona,0.00%,Expected
11/20/2015,DePaul,South Carolina *,14.40%,Expected
11/20/2015,Detroit Mercy,Pittsburgh *,1.10%,Expected
11/20/2015,Duke,Virginia Commonwealth *,51.70%,Upset
11/20/2015,East Tennessee State,Villanova *,0.10%,Expected
11/20/2015,Florida College *,Jacksonville,0.20%,Expected
11/20/2015,Florida International *,James Madison,0.20%,Expected
11/20/2015,Fresno Pacific,Cal State Bakersfield *,33.70%,Expected
11/20/2015,George Mason,Oklahoma State *,86.70%,Upset
11/20/2015,Georgia Southern *,Auburn,0.00%,Expected
11/20/2015,Hofstra,Florida State *,19.50%,Expected
11/20/2015,Holy Names,Sacramento State *,1.00%,Expected
11/20/2015,Idaho State *,Washington State,0.60%,Expected
11/20/2015,Indiana State *,Norfolk State,21.10%,Expected
11/20/2015,Jackson State,Baylor *,1.40%,Expected
11/20/2015,Jacksonville State,Winthrop *,6.70%,Expected
11/20/2015,Lipscomb,Miami (OH) *,3.80%,Expected
11/20/2015,Long Beach State,Virginia *,0.10%,Expected
11/20/2015,Louisiana-Lafayette *,Alabama,0.70%,Expected
11/20/2015,McNeese State,Oklahoma *,8.50%,Expected
11/20/2015,Medgar Evers *,Howard,0.00%,Expected
11/20/2015,Miami (FL) *,Utah,44.90%,Upset
11/20/2015,Minnesota *,Missouri State,0.40%,Expected
11/20/2015,Mississippi *,Towson,16.20%,Expected
11/20/2015,Mississippi State,Texas Tech *,12.10%,Expected
11/20/2015,Murray State *,Georgia,0.00%,Expected
11/20/2015,Northeastern *,Florida Atlantic,0.10%,Expected
11/20/2015,Ohio,Tulsa *,8.20%,Expected
11/20/2015,Oral Roberts *,Tennessee-Martin,1.00%,Expected
11/20/2015,Penn State,Duquesne *,0.50%,Expected
11/20/2015,Portland *,Colorado,0.00%,Expected
11/20/2015,Prairie View,Bryant *,11.50%,Expected
11/20/2015,Rider,Maryland *,59.00%,Upset
11/20/2015,San Jose State,Montana State *,0.50%,Expected
11/20/2015,Savannah State,Oregon *,0.90%,Expected
11/20/2015,Seton Hall *,Bradley,1.60%,Expected
11/20/2015,Siena,Radford *,93.00%,Upset
11/20/2015,Siena Heights,Eastern Michigan *,0.10%,Expected
11/20/2015,South Carolina State,Longwood *,67.40%,Upset
11/20/2015,South Dakota,Kansas State *,5.70%,Expected
11/20/2015,Stetson,West Virginia *,3.20%,Expected
11/20/2015,Temple,Butler *,79.80%,Upset
11/20/2015,Texas-Arlington,Ohio State *,61.70%,Upset
11/20/2015,Trinity International (IL),Milwaukee *,2.90%,Expected
11/20/2015,Union (TN),Utah State *,5.50%,Expected
11/20/2015,Wisconsin *,Georgetown,0.10%,Expected
11/20/2015,Wright State,Kentucky *,13.10%,Expected
11/20/2015,Xavier,Michigan *,50.30%,Upset
11/21/2015,American,Saint Francis (PA) *,6.40%,Expected
11/21/2015,Arkansas-Little Rock *,San Diego State,1.20%,Expected
11/21/2015,Austin Peay,Cal Poly *,22.60%,Expected
11/21/2015,Belmont,Evansville *,15.10%,Expected
11/21/2015,Bethune-Cookman *,Richmond,0.00%,Expected
11/21/2015,Boston University *,South Florida,7.40%,Expected
11/21/2015,Bowling Green State,North Dakota *,2.00%,Expected
11/21/2015,Brown,Providence *,3.00%,Expected
11/21/2015,Bucknell *,Manhattan,0.60%,Expected
11/21/2015,Buffalo *,North Carolina A&T,2.80%,Expected
11/21/2015,Carroll *,Montana,4.10%,Expected
11/21/2015,Central Arkansas,Rutgers *,61.90%,Upset
11/21/2015,Central Pennsylvania College,Liberty *,0.40%,Expected
11/21/2015,Chattanooga *,Illinois,0.60%,Expected
11/21/2015,Citadel,Presbyterian *,1.50%,Expected
11/21/2015,Cleveland State,Rhode Island *,0.30%,Expected
11/21/2015,College of Charleston *,Davidson,2.00%,Expected
11/21/2015,Cornell *,Canisius,0.10%,Expected
11/21/2015,Elon *,Syracuse,4.00%,Expected
11/21/2015,Emporia State,Wichita State *,1.20%,Expected
11/21/2015,Eureka,Northern Illinois *,1.30%,Expected
11/21/2015,Fairleigh Dickinson,Fordham *,1.00%,Expected
11/21/2015,Florida *,Saint Joseph's,7.60%,Expected
11/21/2015,Florida A&M,Houston *,0.20%,Expected
11/21/2015,Florida Atlantic,Miami (OH) *,81.30%,Upset
11/21/2015,Florida State *,DePaul,3.60%,Expected
11/21/2015,Furman,Connecticut *,1.80%,Expected
11/21/2015,Houston Baptist *,Illinois State,0.60%,Expected
11/21/2015,Kennesaw State,Samford *,9.70%,Expected
11/21/2015,Kentucky State *,IUPUI,4.30%,Expected
11/21/2015,Lafayette,NJIT *,1.70%,Expected
11/21/2015,Lamar *,Delaware State,0.70%,Expected
11/21/2015,Linfield,Idaho *,0.80%,Expected
11/21/2015,Longwood *,Ball State,0.60%,Expected
11/21/2015,Louisiana Tech *,Grambling,2.20%,Expected
11/21/2015,Loyola (MD),St. Bonaventure *,2.20%,Expected
11/21/2015,Maine,Wagner *,1.60%,Expected
11/21/2015,Marist,Kent State *,2.70%,Expected
11/21/2015,Maryland-Baltimore County,Northern Colorado *,57.00%,Upset
11/21/2015,Maryland-Eastern Shore,Wofford *,1.60%,Expected
11/21/2015,Massachusetts-Lowell,Notre Dame *,2.90%,Expected
11/21/2015,Middle Tennessee,Tennessee State *,64.70%,Upset
11/21/2015,Mississippi Valley State,New Mexico State *,0.90%,Expected
11/21/2015,Missouri-Kansas City,Drake *,34.80%,Expected
11/21/2015,Monmouth *,Drexel,2.30%,Expected
11/21/2015,Morehead State *,Northern Kentucky,2.70%,Expected
11/21/2015,Morgan State,Campbell *,85.60%,Upset
11/21/2015,Mount St. Mary's,Gonzaga *,6.80%,Expected
11/21/2015,Nevada *,Pacific,0.20%,Expected
11/21/2015,New Mexico *,Southern California,1.60%,Expected
11/21/2015,Niagara *,Vermont,0.70%,Expected
11/21/2015,North Carolina *,Northern Iowa,0.20%,Expected
11/21/2015,North Carolina-Greensboro *,Central Florida,0.00%,Expected
11/21/2015,North Florida *,Louisville,0.30%,Expected
11/21/2015,Northeastern *,Lipscomb,3.80%,Expected
11/21/2015,Oakwood,Alabama A&M *,67.90%,Upset
11/21/2015,Ohio *,Norfolk State,32.20%,Expected
11/21/2015,Old Dominion,Purdue *,0.80%,Expected
11/21/2015,Oral Roberts,James Madison *,12.90%,Expected
11/21/2015,Pennsylvania *,Washington,0.10%,Expected
11/21/2015,Piedmont,Coastal Carolina *,0.00%,Expected
11/21/2015,Prairie View,Radford *,31.70%,Expected
11/21/2015,Sacred Heart *,Fairfield,0.30%,Expected
11/21/2015,Saint Peter's,Princeton *,30.10%,Expected
11/21/2015,San Diego,Cal State Fullerton *,14.60%,Expected
11/21/2015,Siena,Bryant *,70.10%,Upset
11/21/2015,South Carolina State *,Eastern Kentucky,1.90%,Expected
11/21/2015,South Dakota State *,Texas Christian,9.40%,Expected
11/21/2015,Southern Illinois *,Sam Houston State,0.60%,Expected
11/21/2015,Southern Illinois-Edwardsville,IPFW *,1.30%,Expected
11/21/2015,St. Francis (NY),Saint Louis *,6.00%,Expected
11/21/2015,Stony Brook *,Western Kentucky,1.30%,Expected
11/21/2015,SUNY-Oneonta *,Albany (NY),0.00%,Expected
11/21/2015,Tennessee-Martin,Florida International *,77.10%,Upset
11/21/2015,Texas-San Antonio,Southern Utah *,14.90%,Expected
11/21/2015,Texas A&M-Corpus Christi *,Texas,0.30%,Expected
11/21/2015,Texas State,Texas-El Paso *,0.90%,Expected
11/21/2015,Toledo *,Loyola (IL),0.30%,Expected
11/21/2015,Trinity International (IL),Chicago State *,41.80%,Upset
11/21/2015,Virginia Military Institute *,Virginia Tech,0.30%,Expected
11/21/2015,Western Carolina,High Point *,15.70%,Expected
11/21/2015,Western Illinois *,Eastern Illinois,0.10%,Expected
11/21/2015,Western Michigan,North Carolina-Wilmington *,33.90%,Expected
11/21/2015,William & Mary *,Dayton,5.70%,Expected
11/21/2015,Youngstown State,Florida Gulf Coast *,37.90%,Expected
11/22/2015,Abilene Christian *,Portland,0.00%,Expected
11/22/2015,Akron *,Villanova,0.40%,Expected
11/22/2015,Alcorn State,Texas-El Paso *,44.80%,Upset
11/22/2015,Antelope Valley,Loyola Marymount *,6.00%,Expected
11/22/2015,Appalachian State,Tulane *,0.20%,Expected
11/22/2015,Arkansas-Pine Bluff,Cincinnati *,2.90%,Expected
11/22/2015,Army *,George Washington,0.40%,Expected
11/22/2015,Austin Peay,Northern Colorado *,61.40%,Upset
11/22/2015,Bowling Green State,Youngstown State *,7.30%,Expected
11/22/2015,Buffalo *,Vermont,8.80%,Expected
11/22/2015,Butler,Miami (FL) *,1.70%,Expected
11/22/2015,Cal Poly *,Maryland-Baltimore County,7.70%,Expected
11/22/2015,East Tennessee State,Georgia Tech *,30.00%,Expected
11/22/2015,Florida,Purdue *,1.80%,Expected
11/22/2015,Florida Atlantic *,Lipscomb,3.10%,Expected
11/22/2015,Fresno State *,Rice,0.30%,Expected
11/22/2015,Gardner-Webb,Tennessee *,0.90%,Expected
11/22/2015,George Mason,Virginia *,11.00%,Expected
11/22/2015,Georgetown,Duke *,28.40%,Expected
11/22/2015,Goucher *,Navy,0.20%,Expected
11/22/2015,Harvard,Boston College *,26.20%,Expected
11/22/2015,Hofstra,South Carolina *,2.70%,Expected
11/22/2015,Holy Cross *,Quinnipiac,1.10%,Expected
11/22/2015,Jackson State,Arkansas State *,4.10%,Expected
11/22/2015,Jacksonville State,Alabama-Birmingham *,7.60%,Expected
11/22/2015,Lehigh,Columbia *,1.50%,Expected
11/22/2015,Longwood,Eastern Kentucky *,2.30%,Expected
11/22/2015,Minnesota *,Texas Tech,0.60%,Expected
11/22/2015,Minnesota-Duluth *,Green Bay,0.10%,Expected
11/22/2015,Mississippi *,Seton Hall,2.10%,Expected
11/22/2015,Missouri State,Mississippi State *,5.20%,Expected
11/22/2015,Nebraska-Omaha *,Colorado,2.30%,Expected
11/22/2015,Niagara *,North Carolina A&T,1.30%,Expected
11/22/2015,Nicholls State,Hawaii *,3.50%,Expected
11/22/2015,North Carolina Central,Long Island University *,22.70%,Expected
11/22/2015,North Dakota *,Florida Gulf Coast,0.60%,Expected
11/22/2015,Northeastern *,Miami (OH),0.20%,Expected
11/22/2015,Northwestern State,Arizona *,47.80%,Upset
11/22/2015,Oakland,Colorado State *,2.20%,Expected
11/22/2015,Oklahoma State *,Long Beach State,5.20%,Expected
11/22/2015,Old Dominion *,Saint Joseph's,3.70%,Expected
11/22/2015,Oral Roberts,Florida International *,26.40%,Expected
11/22/2015,Portland State *,Texas-Rio Grande Valley,8.90%,Expected
11/22/2015,Robert Morris,Air Force *,24.90%,Expected
11/22/2015,South Carolina State,Ball State *,2.60%,Expected
11/22/2015,Southeastern Louisiana,Nebraska *,2.90%,Expected
11/22/2015,Stanford,Saint Mary's (CA) *,3.90%,Expected
11/22/2015,Temple,Utah *,19.80%,Expected
11/22/2015,Tennessee-Martin,James Madison *,41.80%,Upset
11/22/2015,Towson *,Bradley,5.30%,Expected
11/22/2015,Tulsa *,Indiana State,8.10%,Expected
11/22/2015,Valparaiso *,Oregon,0.90%,Expected
11/22/2015,Wisconsin,Virginia Commonwealth *,21.10%,Expected
11/22/2015,Wyoming *,Montana State,1.60%,Expected
11/22/2015,Yale *,Southern Methodist,4.50%,Expected
11/23/2015,Belmont *,South Alabama,25.50%,Expected
11/23/2015,Bethune-Cookman,West Virginia *,0.00%,Expected
11/23/2015,Bowling Green State,Florida Gulf Coast *,36.60%,Expected
11/23/2015,Cal State Northridge,Southern California *,0.70%,Expected
11/23/2015,Chattanooga *,Iowa State,0.60%,Expected
11/23/2015,Chestnut Hill *,Coppin State,0.50%,Expected
11/23/2015,Chicago State *,Illinois,0.20%,Expected
11/23/2015,Concordia (OR),Boise State *,0.00%,Expected
11/23/2015,Creighton,Rutgers *,29.90%,Expected
11/23/2015,Drake,Western Kentucky *,20.70%,Expected
11/23/2015,Duquesne *,Pepperdine,0.10%,Expected
11/23/2015,East Carolina *,San Diego State,0.00%,Expected
11/23/2015,Eastern Michigan,Michigan State *,1.30%,Expected
11/23/2015,Eastern Washington *,Seattle,0.10%,Expected
11/23/2015,Fort Valley State *,Stetson,0.10%,Expected
11/23/2015,Goldey-Beacom *,Morgan State,2.30%,Expected
11/23/2015,Idaho,North Texas *,31.50%,Expected
11/23/2015,Indiana State,Hofstra *,19.60%,Expected
11/23/2015,IUPUI *,Kennesaw State,0.20%,Expected
11/23/2015,Kansas *,NA,90.70%,Upset
11/23/2015,Lafayette,La Salle *,23.70%,Expected
11/23/2015,Louisiana State *,Marquette,0.20%,Expected
11/23/2015,Massachusetts,Clemson *,65.60%,Upset
11/23/2015,Mercer *,Davidson,1.00%,Expected
11/23/2015,Michigan-Dearborn,Detroit Mercy *,0.00%,Expected
11/23/2015,Milwaukee *,Murray State,3.80%,Expected
11/23/2015,Mississippi Valley State,Grand Canyon *,11.80%,Expected
11/23/2015,Missouri,Kansas State *,2.30%,Expected
11/23/2015,Nevada-Las Vegas *,UCLA,0.90%,Expected
11/23/2015,NJIT,Providence *,7.10%,Expected
11/23/2015,Norfolk State *,DePaul,3.60%,Expected
11/23/2015,North Carolina State,Arizona State *,8.30%,Expected
11/23/2015,North Dakota *,Youngstown State,0.10%,Expected
11/23/2015,Northern Kentucky,Xavier *,38.60%,Expected
11/23/2015,Northwestern,North Carolina *,2.10%,Expected
11/23/2015,Notre Dame (CA) *,Pacific,0.00%,Expected
11/23/2015,Ohio,Florida State *,4.50%,Expected
11/23/2015,Penn State-Harrisburg *,Cornell,0.30%,Expected
11/23/2015,Rochester (MI) *,Western Michigan,2.20%,Expected
11/23/2015,San Diego Christian,Northern Arizona *,3.30%,Expected
11/23/2015,Savannah State,Baylor *,0.10%,Expected
11/23/2015,St. John's (NY),Vanderbilt *,0.10%,Expected
11/23/2015,Texas-Arlington,Memphis *,10.90%,Expected
11/23/2015,Texas-San Antonio *,Central Arkansas,0.70%,Expected
11/23/2015,Texas Southern,Howard *,38.30%,Expected
11/23/2015,Troy,Samford *,4.00%,Expected
11/23/2015,Tulsa,South Carolina *,4.70%,Expected
11/23/2015,Wake Forest,Indiana *,62.30%,Upset
11/23/2015,Weber State,Central Michigan *,53.30%,Upset
11/23/2015,William Carey *,Southern Mississippi,2.90%,Expected
11/24/2015,Abilene Christian,Colorado State *,5.60%,Expected
11/24/2015,Akron *,Green Bay,0.10%,Expected
11/24/2015,Alabama A&M *,Jacksonville State,0.80%,Expected
11/24/2015,Albany (NY) *,South Florida,0.30%,Expected
11/24/2015,Alcorn State,Portland *,4.30%,Expected
11/24/2015,Arkansas-Pine Bluff,Nebraska *,11.30%,Expected
11/24/2015,Army *,Tennessee,0.50%,Expected
11/24/2015,Belmont *,Kennesaw State,13.20%,Expected
11/24/2015,Binghamton,Central Connecticut State *,10.00%,Expected
11/24/2015,Boston University,Kentucky *,4.70%,Expected
11/24/2015,Cal State Fullerton *,Southern Utah,1.50%,Expected
11/24/2015,Cal State Los Angeles,Washington State *,17.20%,Expected
11/24/2015,Campbell *,Southern Illinois-Edwardsville,2.00%,Expected
11/24/2015,Central Michigan *,Western Kentucky,0.10%,Expected
11/24/2015,Coastal Carolina,College of Charleston *,13.40%,Expected
11/24/2015,Colgate,Fordham *,1.10%,Expected
11/24/2015,Dillard,Southern *,4.30%,Expected
11/24/2015,Duquesne,Milwaukee *,8.30%,Expected
11/24/2015,East Mennonite *,James Madison,0.10%,Expected
11/24/2015,East Tennessee State *,Charleston Southern,0.40%,Expected
11/24/2015,Fairfield *,Maryland-Eastern Shore,71.70%,Upset
11/24/2015,Fairleigh Dickinson,Delaware *,14.20%,Expected
11/24/2015,Florida A&M,Texas-El Paso *,10.90%,Expected
11/24/2015,Gardner-Webb,George Washington *,3.60%,Expected
11/24/2015,Hiwassee,Western Carolina *,1.20%,Expected
11/24/2015,Illinois State,Maryland *,17.10%,Expected
11/24/2015,Incarnate Word,Oklahoma *,0.80%,Expected
11/24/2015,IPFW *,Miami (OH),2.70%,Expected
11/24/2015,Jackson State,Tennessee Tech *,4.60%,Expected
11/24/2015,Kansas *,UCLA,29.70%,Expected
11/24/2015,Kansas State *,North Carolina,1.40%,Expected
11/24/2015,Louisiana State *,North Carolina State,0.60%,Expected
11/24/2015,Louisiana Tech *,Ohio State,2.10%,Expected
11/24/2015,Marquette,Arizona State *,59.30%,Upset
11/24/2015,Marshall,Morehead State *,6.30%,Expected
11/24/2015,Missouri,Northwestern *,14.10%,Expected
11/24/2015,Nevada-Las Vegas *,NA,0.40%,Expected
11/24/2015,New Hampshire *,Brown,2.40%,Expected
11/24/2015,Niagara,Hartford *,4.70%,Expected
11/24/2015,North Carolina A&T,Virginia Tech *,8.00%,Expected
11/24/2015,North Carolina Central *,Quinnipiac,1.40%,Expected
11/24/2015,North Florida,Saint Louis *,2.70%,Expected
11/24/2015,Oakland,Southern Illinois *,17.30%,Expected
11/24/2015,Pepperdine,Murray State *,9.50%,Expected
11/24/2015,Presbyterian *,Virginia Military Institute,0.10%,Expected
11/24/2015,Radford *,Penn State,23.00%,Expected
11/24/2015,Reinhardt,Tennessee State *,8.50%,Expected
11/24/2015,Rider,Cleveland State *,19.70%,Expected
11/24/2015,Robert Morris,New Mexico State *,56.50%,Upset
11/24/2015,Roosevelt *,Illinois-Chicago,0.00%,Expected
11/24/2015,Saint Francis (PA) *,Kent State,0.40%,Expected
11/24/2015,Samford,North Texas *,16.70%,Expected
11/24/2015,Siena,Bucknell *,23.70%,Expected
11/24/2015,South Alabama,IUPUI *,34.00%,Expected
11/24/2015,South Dakota School of Mines *,South Dakota,0.40%,Expected
11/24/2015,South Dakota State *,Houston Baptist,2.70%,Expected
11/24/2015,Southeast Missouri State,Texas-Rio Grande Valley *,4.70%,Expected
11/24/2015,Southeastern Louisiana,Cincinnati *,80.40%,Upset
11/24/2015,St. Bonaventure,Canisius *,8.30%,Expected
11/24/2015,St. Francis (NY),Louisville *,2.00%,Expected
11/24/2015,St. John's (NY),Indiana *,7.40%,Expected
11/24/2015,Stony Brook *,Loyola (MD),4.60%,Expected
11/24/2015,Texas Christian,Rhode Island *,6.70%,Expected
11/24/2015,Troy,Idaho *,17.10%,Expected
11/24/2015,Utah Valley,Utah State *,1.00%,Expected
11/24/2015,Valparaiso *,Oregon State,10.00%,Expected
11/24/2015,Vanderbilt *,Wake Forest,9.90%,Expected
11/24/2015,Weber State *,Drake,43.10%,Upset
11/24/2015,Wheelock *,Massachusetts-Lowell,0.20%,Expected
11/24/2015,Winthrop *,South Carolina Upstate,0.00%,Expected
11/24/2015,Wofford,Columbia *,5.90%,Expected
11/25/2015,Air Force,Colorado *,1.90%,Expected
11/25/2015,Allen,South Carolina State *,9.50%,Expected
11/25/2015,American,Virginia Commonwealth *,4.00%,Expected
11/25/2015,Arkansas State,Oregon *,1.10%,Expected
11/25/2015,Bryant,Harvard *,0.00%,Expected
11/25/2015,Cal State Bakersfield *,Wyoming,0.40%,Expected
11/25/2015,Cal State Northridge,Loyola Marymount *,13.20%,Expected
11/25/2015,Central Arkansas,Howard *,3.50%,Expected
11/25/2015,Charlotte,Syracuse *,32.80%,Expected
11/25/2015,Clemson *,Rutgers,19.50%,Expected
11/25/2015,Cleveland State,South Dakota State *,42.00%,Upset
11/25/2015,Connecticut *,Michigan,3.50%,Expected
11/25/2015,Cornell,Pittsburgh *,0.30%,Expected
11/25/2015,Dillard *,McNeese State,3.40%,Expected
11/25/2015,Drake,Pepperdine *,53.60%,Upset
11/25/2015,Dubuque,Northern Iowa *,2.30%,Expected
11/25/2015,Duquesne *,Western Kentucky,10.90%,Expected
11/25/2015,Gallaudet *,Towson,0.00%,Expected
11/25/2015,George Mason *,Manhattan,0.60%,Expected
11/25/2015,Georgia Southern *,Citadel,1.70%,Expected
11/25/2015,Georgia State *,Mississippi,0.30%,Expected
11/25/2015,Gonzaga,Washington *,32.00%,Expected
11/25/2015,Grambling,Texas-Arlington *,0.50%,Expected
11/25/2015,Great Falls *,Seattle,4.90%,Expected
11/25/2015,Hampton,William & Mary *,0.90%,Expected
11/25/2015,Harris-Stowe *,Tennessee-Martin,0.90%,Expected
11/25/2015,High Point *,Georgia,0.90%,Expected
11/25/2015,Houston Baptist *,Rider,1.10%,Expected
11/25/2015,Idaho State,Denver *,3.60%,Expected
11/25/2015,Illinois State,Texas Christian *,4.90%,Expected
11/25/2015,Indiana-Kokomo,Ball State *,3.20%,Expected
11/25/2015,Indiana-Northwest,Northern Illinois *,21.30%,Expected
11/25/2015,La Salle *,Pennsylvania,0.20%,Expected
11/25/2015,Lafayette,Princeton *,0.30%,Expected
11/25/2015,Lamar *,Rice,0.00%,Expected
11/25/2015,Lehigh,Virginia *,29.70%,Expected
11/25/2015,Lincoln,Missouri-Kansas City *,15.90%,Expected
11/25/2015,Long Island University,Florida International *,1.20%,Expected
11/25/2015,Longwood *,Maine,0.20%,Expected
11/25/2015,Louisiana College *,Northwestern State,0.40%,Expected
11/25/2015,Loyola (LA),Louisiana-Lafayette *,0.30%,Expected
11/25/2015,Marygrove,Eastern Michigan *,0.10%,Expected
11/25/2015,Maryland *,Rhode Island,51.30%,Upset
