,Date,Away,Home,Probability,Prediciton
1535,12/10/2015,Milligan,East Tennessee State,0.10%,Expected
1536,12/10/2015,Nicholls State,San Diego State,0.10%,Expected
1537,12/10/2015,NJIT,St. Francis (NY),3.50%,Expected
1538,12/10/2015,Southern,Wyoming,12.30%,Expected
1539,12/10/2015,Troy,Seton Hall,10.20%,Expected
1540,12/10/2015,Utica,Colgate,0.20%,Expected
1541,12/10/2015,Washington State,Idaho,0.50%,Expected
1542,12/11/2015,Eastern Washington,Pittsburgh,0.60%,Expected
1543,12/11/2015,North Dakota State,North Dakota,3.70%,Expected
1544,12/11/2015,North Greenville,South Carolina Upstate,0.60%,Expected
1545,12/11/2015,Prairie View,Texas Christian,13.20%,Expected
1546,12/11/2015,Tennessee-Martin,Texas-Rio Grande Valley,17.60%,Expected
1547,12/11/2015,Valparaiso,Chicago State,3.80%,Expected
1548,12/12/2015,Alabama A&M,Saint Louis,0.10%,Expected
1549,12/12/2015,Albany (NY),Siena,0.80%,Expected
1550,12/12/2015,Arizona State,Kentucky,2.60%,Expected
1551,12/12/2015,Arkansas-Little Rock,DePaul,10.70%,Expected
1552,12/12/2015,Arkansas-Monticello,Arkansas State,0.10%,Expected
1553,12/12/2015,Arlington Baptist,Houston Baptist,0.00%,Expected
1554,12/12/2015,Army,Air Force,2.40%,Expected
1555,12/12/2015,Auburn,Middle Tennessee,1.30%,Expected
1556,12/12/2015,Austin Peay,IPFW,1.20%,Expected
1557,12/12/2015,Belmont Abbey,North Carolina-Greensboro,1.50%,Expected
1558,12/12/2015,Bethune-Cookman,Akron,3.80%,Expected
1559,12/12/2015,Binghamton,Buffalo,2.60%,Expected
1560,12/12/2015,Blue Mountain College,Jackson State,0.10%,Expected
1561,12/12/2015,Bowling Green State,Detroit Mercy,0.20%,Expected
1562,12/12/2015,Brigham Young,Colorado,2.40%,Expected
1563,12/12/2015,Bryant,Providence,68.40%,Upset
1564,12/12/2015,Cal State Bakersfield,South Dakota,20.10%,Expected
1565,12/12/2015,Canisius,Kent State,11.90%,Expected
1566,12/12/2015,Chattanooga,Dayton,6.60%,Expected
1567,12/12/2015,Cincinnati,Xavier,1.80%,Expected
1568,12/12/2015,Coastal Georgia,North Florida,0.10%,Expected
1569,12/12/2015,Dartmouth,Stanford,0.50%,Expected
1570,12/12/2015,Delaware,Marist,0.70%,Expected
1571,12/12/2015,Delaware State,Michigan,0.90%,Expected
1572,12/12/2015,Drake,Nevada,10.70%,Expected
1573,12/12/2015,Duquesne,Saint Francis (PA),0.70%,Expected
1574,12/12/2015,Eastern Illinois,Western Illinois,46.00%,Upset
1575,12/12/2015,Eastern Kentucky,Marshall,0.00%,Expected
1576,12/12/2015,Eastern Michigan,Louisville,0.50%,Expected
1577,12/12/2015,Florida,Michigan State,13.00%,Expected
1578,12/12/2015,Florida Atlantic,Central Florida,7.70%,Expected
1579,12/12/2015,Gardner-Webb,Furman,79.90%,Upset
1580,12/12/2015,George Mason,James Madison,1.40%,Expected
1581,12/12/2015,Grambling,Tennessee State,20.20%,Expected
1582,12/12/2015,Hawaii Pacific,Hawaii,26.60%,Expected
1583,12/12/2015,Holy Cross,Hartford,34.30%,Expected
1584,12/12/2015,Illinois-Chicago,Illinois,24.60%,Expected
1585,12/12/2015,IUPUI,Creighton,3.50%,Expected
1586,12/12/2015,Jacksonville,South Carolina State,1.90%,Expected
1587,12/12/2015,Kansas State,Texas A&M,1.40%,Expected
1588,12/12/2015,Lafayette,Sacred Heart,10.10%,Expected
1589,12/12/2015,Lamar,Liberty,4.90%,Expected
1590,12/12/2015,Long Island University,Niagara,1.00%,Expected
1591,12/12/2015,Longwood,Richmond,2.80%,Expected
1592,12/12/2015,Louisiana-Lafayette,Louisiana Tech,6.00%,Expected
1593,12/12/2015,Louisiana-Monroe,Penn State,2.00%,Expected
1594,12/12/2015,Loyola Marymount,Cal State Fullerton,40.00%,Expected
1595,12/12/2015,Manhattan,Memphis,4.20%,Expected
1596,12/12/2015,Marquette,Wisconsin,2.90%,Expected
1597,12/12/2015,Marygrove,Western Michigan,0.50%,Expected
1598,12/12/2015,Maryland-Eastern Shore,Maryland,41.70%,Upset
1599,12/12/2015,McNeese State,Indiana,0.90%,Expected
1600,12/12/2015,Minnesota,Oklahoma State,15.60%,Expected
1601,12/12/2015,Mississippi,Southeast Missouri State,0.20%,Expected
1602,12/12/2015,Mississippi State,Missouri-Kansas City,2.40%,Expected
1603,12/12/2015,Mississippi Valley State,Evansville,4.30%,Expected
1604,12/12/2015,Montana,Washington,0.80%,Expected
1605,12/12/2015,Mount St. Mary's,Maryland-Baltimore County,0.50%,Expected
1606,12/12/2015,Navy,Virginia Military Institute,1.60%,Expected
1607,12/12/2015,NJIT,Columbia,2.20%,Expected
1608,12/12/2015,North Carolina,Texas,0.80%,Expected
1609,12/12/2015,North Carolina-Wilmington,Georgetown,0.50%,Expected
1610,12/12/2015,North Texas,Southern Illinois,34.00%,Expected
1611,12/12/2015,Northern Iowa,New Mexico,0.30%,Expected
1612,12/12/2015,Oakland,Toledo,15.90%,Expected
1613,12/12/2015,Ohio,Cleveland State,2.20%,Expected
1614,12/12/2015,Ohio State,Connecticut,1.00%,Expected
1615,12/12/2015,Old Dominion,Georgia State,4.30%,Expected
1616,12/12/2015,Oral Roberts,Oklahoma,1.80%,Expected
1617,12/12/2015,Oregon,Boise State,1.80%,Expected
1618,12/12/2015,Oregon State,Kansas,5.40%,Expected
1619,12/12/2015,Pacific,Fresno State,5.60%,Expected
1620,12/12/2015,Pacific Union,Santa Clara,11.10%,Expected
1621,12/12/2015,Pepperdine,Ball State,32.40%,Expected
1622,12/12/2015,Portland State,Southern Illinois-Edwardsville,0.20%,Expected
1623,12/12/2015,Princeton,Lipscomb,4.40%,Expected
1624,12/12/2015,Radford,Howard,13.60%,Expected
1625,12/12/2015,Rider,Charleston Southern,37.00%,Expected
1626,12/12/2015,Rutgers,George Washington,0.90%,Expected
1627,12/12/2015,Sacramento State,Portland,0.40%,Expected
1628,12/12/2015,Samford,Florida A&M,5.50%,Expected
1629,12/12/2015,Schreiner,Abilene Christian,1.00%,Expected
1630,12/12/2015,Stony Brook,Northeastern,0.60%,Expected
1631,12/12/2015,Tampa,Long Beach State,0.50%,Expected
1632,12/12/2015,Tennessee,Butler,12.50%,Expected
1633,12/12/2015,Tennessee Tech,Arkansas,0.10%,Expected
1634,12/12/2015,Texas A&M-Corpus Christi,Texas-San Antonio,0.20%,Expected
1635,12/12/2015,Texas Southern,Central Michigan,12.10%,Expected
1636,12/12/2015,UCLA,Gonzaga,25.80%,Expected
1637,12/12/2015,Utah,Wichita State,0.20%,Expected
1638,12/12/2015,Utah Valley,Idaho State,66.80%,Upset
1639,12/12/2015,Western Carolina,Davidson,0.40%,Expected
1640,12/12/2015,Williams Baptist,New Orleans,1.10%,Expected
1641,12/12/2015,Youngstown State,Purdue,5.90%,Expected
1642,12/13/2015,Alabama,Clemson,21.20%,Expected
1643,12/13/2015,Alabama State,Jacksonville State,8.70%,Expected
1644,12/13/2015,Arkansas-Pine Bluff,Iowa State,74.70%,Upset
1645,12/13/2015,Boston University,Quinnipiac,13.10%,Expected
1646,12/13/2015,Campbell,UNC-Asheville,0.20%,Expected
1647,12/13/2015,Chicago State,Northwestern,0.30%,Expected
1648,12/13/2015,Colorado State,Northern Colorado,0.20%,Expected
1649,12/13/2015,Coppin State,Fordham,4.90%,Expected
1650,12/13/2015,Ecclesia,Southern,2.80%,Expected
1651,12/13/2015,Indiana State,Western Kentucky,2.00%,Expected
1652,12/13/2015,Judson,Milwaukee,0.10%,Expected
1653,12/13/2015,La Salle,Villanova,1.10%,Expected
1654,12/13/2015,Lamar,Virginia Tech,0.10%,Expected
1655,12/13/2015,Louisiana-Monroe,West Virginia,0.20%,Expected
1656,12/13/2015,Louisiana State,Houston,10.40%,Expected
1657,12/13/2015,Loyola (IL),Notre Dame,1.60%,Expected
1658,12/13/2015,Maine,Boston College,0.10%,Expected
1659,12/13/2015,Massachusetts,Florida Gulf Coast,5.20%,Expected
1660,12/13/2015,Missouri,Arizona,0.40%,Expected
1661,12/13/2015,Montana State,San Jose State,11.50%,Expected
1662,12/13/2015,Morehead State,Pittsburgh,5.60%,Expected
1663,12/13/2015,Murray State,Illinois State,0.90%,Expected
1664,12/13/2015,Nebraska-Omaha,Grand Canyon,27.70%,Expected
1665,12/13/2015,New Hampshire,Colgate,0.10%,Expected
1666,12/13/2015,Norfolk State,Northern Kentucky,0.00%,Expected
1667,12/13/2015,North Carolina A&T,East Carolina,13.50%,Expected
1668,12/13/2015,North Carolina State,South Florida,5.00%,Expected
1669,12/13/2015,North Greenville,College of Charleston,1.50%,Expected
1670,12/13/2015,Rhode Island,Nebraska,3.30%,Expected
1671,12/13/2015,Saint Joseph's,Temple,2.10%,Expected
1672,12/13/2015,Saint Peter's,Seton Hall,1.20%,Expected
1673,12/13/2015,Seattle,Alabama-Birmingham,6.90%,Expected
1674,12/13/2015,Southeastern Louisiana,Florida State,12.10%,Expected
1675,12/13/2015,Syracuse,St. John's (NY),0.60%,Expected
1676,12/13/2015,Texas-El Paso,Washington State,0.50%,Expected
1677,12/13/2015,Texas-Rio Grande Valley,Texas State,15.40%,Expected
1678,12/13/2015,Tulsa,Missouri State,2.90%,Expected
1679,12/13/2015,Virginia Wise,High Point,1.20%,Expected
1680,12/13/2015,Wagner,Monmouth,0.40%,Expected
1681,12/13/2015,Weber State,Denver,3.40%,Expected
1682,12/13/2015,Wesley,Elon,0.90%,Expected
1683,12/13/2015,Wright State,Miami (OH),4.90%,Expected
1684,12/13/2015,Wyoming,New Mexico State,16.30%,Expected
1685,12/13/2015,Yale,Southern California,2.50%,Expected
1686,12/14/2015,Blue Mountain College,Alcorn State,1.10%,Expected
1687,12/14/2015,Cal Poly,Saint Mary's (CA),0.60%,Expected
1688,12/14/2015,Coastal Carolina,Wofford,2.60%,Expected
1689,12/14/2015,Columbia International,Charleston Southern,0.10%,Expected
1690,12/14/2015,Dartmouth,Cal State Bakersfield,6.30%,Expected
1691,12/14/2015,Eastern Washington,Western Carolina,0.30%,Expected
1692,12/14/2015,Florida International,North Florida,1.40%,Expected
1693,12/14/2015,Le Tourneau,Sam Houston State,0.10%,Expected
1694,12/14/2015,Nicholls State,North Texas,0.30%,Expected
1695,12/14/2015,North Carolina Central,Marshall,0.20%,Expected
1696,12/14/2015,Prairie View,Tulane,25.10%,Expected
1697,12/14/2015,Robert Morris,Columbia,40.30%,Upset
1698,12/14/2015,Sacred Heart,Hartford,1.10%,Expected
1699,12/14/2015,Saint Martin's,Gonzaga,1.00%,Expected
1700,12/14/2015,South Carolina Upstate,Navy,75.80%,Upset
1701,12/14/2015,Southern Mississippi,South Alabama,25.10%,Expected
1702,12/14/2015,St. Francis (NY),Manhattan,0.20%,Expected
1703,12/14/2015,Tennessee State,Stetson,0.40%,Expected
1704,12/15/2015,Appalachian State,Texas,13.30%,Expected
1705,12/15/2015,Arkansas-Pine Bluff,Santa Clara,7.00%,Expected
1706,12/15/2015,Delaware State,Grand Canyon,10.80%,Expected
1707,12/15/2015,DePaul,Stanford,0.40%,Expected
1708,12/15/2015,Drexel,South Carolina,15.40%,Expected
1709,12/15/2015,East Tennessee State,UNC-Asheville,0.90%,Expected
1710,12/15/2015,Florida Atlantic,Eastern Kentucky,14.20%,Expected
1711,12/15/2015,Geneva,Youngstown State,0.10%,Expected
1712,12/15/2015,Georgia Southern,Duke,0.70%,Expected
1713,12/15/2015,Great Falls,Montana,3.00%,Expected
1714,12/15/2015,Jackson State,Miami (OH),0.60%,Expected
1715,12/15/2015,Longwood,Oklahoma State,4.90%,Expected
1716,12/15/2015,Louisiana-Lafayette,UCLA,3.40%,Expected
1717,12/15/2015,Louisiana Tech,Mississippi,0.20%,Expected
1718,12/15/2015,Mercer,Auburn,0.50%,Expected
1719,12/15/2015,Mississippi Valley State,Northwestern,16.70%,Expected
1720,12/15/2015,Monmouth,Georgetown,26.50%,Expected
1721,12/15/2015,Norfolk State,Cincinnati,10.80%,Expected
1722,12/15/2015,North Carolina-Greensboro,Wake Forest,3.40%,Expected
1723,12/15/2015,Northern Kentucky,Michigan,12.70%,Expected
1724,12/15/2015,Ohio Dominican,Ohio,2.00%,Expected
1725,12/15/2015,Ouachita,Belmont,1.90%,Expected
1726,12/15/2015,Our Lady of the Lake,Incarnate Word,29.90%,Expected
1727,12/15/2015,Pacific,Green Bay,19.20%,Expected
1728,12/15/2015,Presbyterian,Clemson,1.00%,Expected
1729,12/15/2015,Saint Francis (PA),Binghamton,5.00%,Expected
1730,12/15/2015,Southeastern Louisiana,Florida A&M,2.40%,Expected
1731,12/15/2015,Southern,Memphis,2.50%,Expected
1732,12/15/2015,Tennessee Tech,Chattanooga,3.00%,Expected
1733,12/15/2015,Texas A&M-Corpus Christi,Wisconsin,0.30%,Expected
1734,12/15/2015,Virginia Commonwealth,Georgia Tech,1.50%,Expected
1735,12/16/2015,Alabama A&M,Western Kentucky,1.30%,Expected
1736,12/16/2015,Alabama State,Elon,3.90%,Expected
1737,12/16/2015,Albany State (GA),Stetson,0.20%,Expected
1738,12/16/2015,Arizona State,Nevada-Las Vegas,40.00%,Upset
1739,12/16/2015,Arkansas-Little Rock,Central Arkansas,0.40%,Expected
1740,12/16/2015,Austin Peay,North Florida,10.80%,Expected
1741,12/16/2015,Cal State Bakersfield,Fresno State,2.00%,Expected
1742,12/16/2015,Chicago State,Minnesota,1.10%,Expected
1743,12/16/2015,Citadel,Bethune-Cookman,12.60%,Expected
1744,12/16/2015,Cleveland State,Loyola (IL),42.60%,Upset
1745,12/16/2015,Denver,Northern Colorado,0.90%,Expected
1746,12/16/2015,East Central,Texas-San Antonio,0.20%,Expected
1747,12/16/2015,Florida Atlantic,Tennessee,2.80%,Expected
1748,12/16/2015,Gardner-Webb,Louisiana State,0.40%,Expected
1749,12/16/2015,Hardin-Simmons,Baylor,1.30%,Expected
1750,12/16/2015,High Point,North Carolina State,1.30%,Expected
1751,12/16/2015,Illinois-Springfield,Indiana State,1.20%,Expected
1752,12/16/2015,Illinois State,Illinois-Chicago,9.30%,Expected
1753,12/16/2015,Jacksonville,South Florida,0.10%,Expected
1754,12/16/2015,Kennesaw State,Louisville,10.60%,Expected
1755,12/16/2015,Louisiana State-Alexandria,McNeese State,0.10%,Expected
1756,12/16/2015,Mississippi State,Florida State,1.50%,Expected
1757,12/16/2015,Montana State,North Dakota State,2.80%,Expected
1758,12/16/2015,New Mexico State,New Mexico,1.50%,Expected
1759,12/16/2015,New Orleans,Massachusetts,3.80%,Expected
1760,12/16/2015,Nicholls State,Southern Methodist,1.90%,Expected
1761,12/16/2015,North Carolina-Wilmington,East Carolina,0.80%,Expected
1762,12/16/2015,North Carolina Central,Houston,28.90%,Expected
1763,12/16/2015,Northern Arizona,Arizona,0.20%,Expected
1764,12/16/2015,Northern Illinois,Ohio State,0.10%,Expected
1765,12/16/2015,Old Dominion,Richmond,1.00%,Expected
1766,12/16/2015,Oral Roberts,Missouri State,0.00%,Expected
1767,12/16/2015,Savannah State,Utah,0.10%,Expected
1768,12/16/2015,Simpson,Nebraska-Omaha,40.00%,Expected
1769,12/16/2015,South Carolina State,Duquesne,3.00%,Expected
1770,12/16/2015,South Carolina Upstate,Alabama-Birmingham,0.20%,Expected
1771,12/16/2015,South Dakota State,Texas Tech,0.30%,Expected
1772,12/16/2015,Southern Utah,Saint Mary's (CA),0.10%,Expected
1773,12/16/2015,Tennessee-Martin,Saint Louis,31.90%,Expected
1774,12/16/2015,Texas Southern,Iona,16.50%,Expected
1775,12/16/2015,Texas State,Prairie View,0.80%,Expected
1776,12/16/2015,Tulane,North Carolina,1.20%,Expected
1777,12/16/2015,Winthrop,Alabama,0.80%,Expected
1778,12/17/2015,Belmont,Middle Tennessee,0.30%,Expected
1779,12/17/2015,Cal Poly,Southern California,1.50%,Expected
1780,12/17/2015,Cal State Northridge,Portland State,37.30%,Expected
1781,12/17/2015,Charleston Southern,Wright State,1.50%,Expected
1782,12/17/2015,Grambling,North Carolina A&T,0.50%,Expected
1783,12/17/2015,Hampton,Southern Methodist,1.50%,Expected
1784,12/17/2015,Jackson State,Ohio,5.80%,Expected
1785,12/17/2015,Lehigh,Robert Morris,2.40%,Expected
1786,12/17/2015,Liberty,Princeton,46.70%,Upset
1787,12/17/2015,Lipscomb,Tennessee State,37.50%,Expected
1788,12/17/2015,Marshall,West Virginia,37.00%,Expected
1789,12/17/2015,Maryville (MO),Bradley,0.30%,Expected
1790,12/17/2015,Mississippi Valley State,North Texas,6.70%,Expected
1791,12/17/2015,Norfolk State,Evansville,6.10%,Expected
1792,12/17/2015,Northwest Indian College,Seattle,0.00%,Expected
1793,12/17/2015,South Dakota,Milwaukee,16.90%,Expected
1794,12/17/2015,Stony Brook,American,3.40%,Expected
1795,12/17/2015,Troy,NA,8.30%,Expected
1796,12/17/2015,Valley City State,North Dakota,1.60%,Expected
1797,12/18/2015,Arkansas State,Tennessee-Martin,1.70%,Expected
1798,12/18/2015,Cal State Fullerton,Oregon State,1.60%,Expected
1799,12/18/2015,Central Baptist,Louisiana-Monroe,1.50%,Expected
1800,12/18/2015,Central Michigan,Brigham Young,3.80%,Expected
1801,12/18/2015,Coastal Carolina,Wake Forest,1.30%,Expected
1802,12/18/2015,Coppin State,San Francisco,26.60%,Expected
1803,12/18/2015,Eastern Kentucky,East Tennessee State,1.20%,Expected
1804,12/18/2015,Grand Canyon,San Diego State,7.90%,Expected
